,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange,currentTimestep,sent_time_ns,recv_time_ns,latency
'2.90',63106317.77613613,12.220018087446611,12.220018087446611,621.908786939542,621.908786939542,24628.108922635663,48.7735972789115,20.0,,,
'2.91',63937388.92422188,12.454817207399687,12.454817207399687,634.3636041469417,634.3636041469417,25262.472526782607,48.09897725952231,20.0,,,
'2.92',64915937.42844403,12.721335521192875,12.721335521192875,647.0849396681346,647.0849396681346,25909.55746645074,47.30464284854898,20.0,,,
'2.93',65772109.68995512,12.96694609550492,12.96694609550492,660.0518857636395,660.0518857636395,26569.60935221438,46.60964706029246,20.0,,,
'2.94',66599509.07546701,13.209833857913397,13.209833857913397,673.2617196215529,673.2617196215529,27242.871071835933,45.93800758540233,20.0,,,
'2.95',67398998.73792654,13.450121131661664,13.450121131661664,686.7118407532146,686.7118407532146,27929.582912589147,45.28902376153571,20.0,,,
'2.96',68171432.18761331,13.68793131292925,13.68793131292925,700.3997720661438,700.3997720661438,28629.98268465529,44.6620027537618,20.0,,,
'2.97',68917659.78634578,13.923390216048038,13.923390216048038,714.3231622821918,714.3231622821918,29344.30584693748,44.056254282905584,20.0,,,
'2.98',69638533.45392497,14.15662710554411,14.15662710554411,728.4797893877359,728.4797893877359,30072.785636325218,43.47108680510348,20.0,,,
'2.99',70334909.81219524,14.38777544737405,14.38777544737405,742.8675648351099,742.8675648351099,30815.653201160327,42.90580495961942,20.0,,,
'2.100',71007651.97655678,14.61697341015704,14.61697341015704,757.4845382452669,757.4845382452669,31573.137739405593,42.359708114588905,20.0,,,
'2.101',71657630.19101632,14.84436414591974,14.84436414591974,772.3289023911866,772.3289023911866,32345.46664179678,41.83208985151812,20.0,,,
'2.102',72285721.49014233,15.070095878726642,15.070095878726642,787.3989982699132,787.3989982699132,33132.865640066695,41.32223823969095,20.0,,,
'2.103',72892808.55903992,15.29432182845692,15.29432182845692,802.6933200983701,802.6933200983701,33935.558960165064,40.829436761581675,20.0,,,
'2.104',73479777.95030501,15.517199995832378,15.517199995832378,818.2105200942025,818.2105200942025,34753.76948025927,40.352965760238156,20.0,,,
'2.105',74047517.8046249,15.738892833547807,15.738892833547807,833.9494129277502,833.9494129277502,33808.33294852767,39.89210428957887,20.0,,,
'2.106',73753309.17387801,15.779082327611382,15.779082327611382,849.7284952553616,849.7284952553616,34658.06144378303,40.13092744285052,20.0,,,
'2.107',74366795.02476573,16.01527876274583,16.01527876274583,865.7437740181075,865.7437740181075,35523.805217801135,39.63293176874469,20.0,,,
'2.108',74956553.15768774,16.24946797979629,16.24946797979629,881.9932419979037,881.9932419979037,36405.798459799036,39.15419701302227,20.0,,,
'2.109',75524005.433805,16.481920027587115,16.481920027587115,898.4751620254908,898.4751620254908,37304.273621824526,38.69356898328205,20.0,,,
'2.110',76070521.3461446,16.71290071833977,16.71290071833977,915.1880627438306,915.1880627438306,38219.461684568356,38.24993599683045,20.0,,,
'2.111',76597418.38348447,16.942671564651086,16.942671564651086,932.1307343084817,932.1307343084817,39151.59241887684,37.82222858529887,20.0,,,
'2.112',77105962.1011416,17.17148964861973,17.17148964861973,949.3022239571014,949.3022239571014,40100.89464283394,37.409419437181604,20.0,,,
'2.113',77597366.03108858,17.399607449552487,17.399607449552487,966.7018314066539,966.7018314066539,41067.59647424059,37.01052347079854,20.0,,,
'2.114',78072791.53839883,17.627272652403878,17.627272652403878,984.3291040590578,984.3291040590578,42051.92557829965,36.62459795082528,20.0,,,
'2.115',78533347.70838045,17.854727955189283,17.854727955189283,1002.1838320142472,1002.1838320142472,43054.1094103139,36.250742579912135,20.0,,,
'2.116',78980091.32875514,18.08221089005553,18.08221089005553,1020.2660429043027,1020.2660429043027,44074.3754532182,35.888099513150195,20.0,,,
'2.117',79414027.01374196,18.30995366948808,18.30995366948808,1038.5759965737907,1038.5759965737907,45112.95144979199,35.53585325734676,20.0,,,
'2.118',79836107.50178601,18.5381830662764,18.5381830662764,1057.114179640067,1057.114179640067,46170.06562943206,35.193230429344666,20.0,,,
'2.119',80247234.14579432,18.76712033334145,18.76712033334145,1075.8812999734084,1075.8812999734084,47245.946929405465,34.8594993580746,20.0,,,
'2.120',80648257.60396174,18.996981167342373,18.996981167342373,1094.878281140751,1094.878281140751,48340.825210546216,34.53396952377874,20.0,,,
'2.121',81039978.73043375,19.22797571811067,19.22797571811067,1114.1062568588616,1114.1062568588616,49454.93146740508,34.21599083501737,20.0,,,
'2.122',81423149.65799476,19.460308644393272,19.460308644393272,1133.5665655032549,1133.5665655032549,50588.498032908334,33.904952749799286,20.0,,,
'2.123',81798475.0595213,19.694179215102267,19.694179215102267,1153.260744718357,1153.260744718357,51741.75877762669,33.60028325160012,20.0,,,
'2.124',82166613.57092102,19.929781454246648,19.929781454246648,1173.1905261726038,1173.1905261726038,52914.949303799294,33.30144769429502,20.0,,,
'2.125',82528179.3555167,20.167304326937405,20.167304326937405,1193.3578304995413,1193.3578304995413,54108.30713429883,33.007947532273704,20.0,,,
'2.126',82883743.78815569,20.406931963286482,20.406931963286482,1213.7647624628278,1213.7647624628278,55322.07189676166,32.7193189533686,20.0,,,
'2.127',83233837.23656239,20.64884391663763,20.64884391663763,1234.4136063794654,1234.4136063794654,56556.48550314113,32.43513143284624,20.0,,,
'2.128',83578950.91744716,20.893215452348034,20.893215452348034,1255.3068218318133,1255.3068218318133,57811.79232497294,32.15498622671529,20.0,,,
'2.129',83919538.80549218,21.140217863258975,21.140217863258975,1276.4470396950724,1276.4470396950724,59088.239364668014,31.87851482211186,20.0,,,
'2.130',84256019.57441825,21.39001880802882,21.39001880802882,1297.8370585031012,1297.8370585031012,60386.076423171115,31.6053773616431,20.0,,,
'2.131',84588778.55077846,21.642782668630534,21.642782668630534,1319.4798411717318,1319.4798411717318,61705.55626434285,31.33526105739992,20.0,,,
'2.132',84918169.66281497,21.898670923518136,21.898670923518136,1341.37851209525,1341.37851209525,63046.9347764381,31.067878608977136,20.0,,,
'2.133',85244517.36856638,22.157842533225224,22.157842533225224,1363.5363546284752,1363.5363546284752,64410.47113106657,30.80296663833691,20.0,,,
'2.134',85568118.54934429,22.4204543354567,22.4204543354567,1385.956808963932,1385.956808963932,65796.42794003051,30.540284152783656,20.0,,,
'2.135',85889244.35664585,22.68666144705931,22.68666144705931,1408.6434704109913,1408.6434704109913,67205.0714104415,30.279611045737227,20.0,,,
'2.136',86208142.0024819,22.956617670595374,22.956617670595374,1431.6000880815866,1431.6000880815866,68636.67149852308,30.020746643438322,20.0,,,
'2.137',86525036.48493667,23.230475903587422,23.230475903587422,1454.830563985174,1454.830563985174,70091.50206250825,29.76350830422947,20.0,,,
'2.138',86840132.24250537,23.50838854884163,23.50838854884163,1478.3389525340156,1478.3389525340156,71569.84101504227,29.507730075650517,20.0,,,
'2.139',87153614.7323563,23.790507924588464,23.790507924588464,1502.129460458604,1502.129460458604,73071.97047550087,29.25326141328807,20.0,,,
'2.140',87465651.92912371,24.07698667349542,24.07698667349542,1526.2064471320994,1526.2064471320994,74598.17692263298,28.999965964133974,20.0,,,
'2.141',87776395.74214485,24.36797816990551,24.36797816990551,1550.5744253020048,1550.5744253020048,76148.75134793499,28.747720416146592,20.0,,,
'2.142',88085983.35021022,24.663636924934355,24.663636924934355,1575.238062226939,1575.238062226939,77723.98941016193,28.496413414770384,20.0,,,
'2.143',88394538.4539003,24.96411898931686,24.96411898931686,1600.202181216256,1600.202181216256,79324.19159137818,28.245944546354597,20.0,,,
'2.144',88702172.44644022,25.269582354131355,25.269582354131355,1625.4717635703873,1625.4717635703873,80949.66335494857,27.99622338771483,20.0,,,
'2.145',89008985.50472398,25.580187349745184,25.580187349745184,1651.0519509201324,1651.0519509201324,82600.7153058687,27.74716862049664,20.0,,,
'2.146',89315067.60275127,25.896097043521415,25.896097043521415,1676.9480479636538,1676.9480479636538,84277.66335383235,27.498707208520695,20.0,,,
'2.147',89620499.45019299,26.217477637003572,26.217477637003572,1703.1655256006575,1703.1655256006575,85980.82887943301,27.25077363590442,20.0,,,
'2.148',89925353.35916767,26.544498863455228,26.544498863455228,1729.7100244641126,1729.7100244641126,87710.53890389713,27.003309203458315,20.0,,,
'2.149',90229694.04258157,26.87733438677574,26.87733438677574,1756.5873588508884,1756.5873588508884,89467.12626274802,26.756261380635294,20.0,,,
'2.150',90533579.34757173,27.216162202944847,27.216162202944847,1783.8035210538333,1783.8035210538333,91250.92978380185,26.509583210160052,20.0,,,
'2.151',90837060.92770407,27.561165045268762,27.561165045268762,1811.364686099102,1811.364686099102,93062.29446990095,26.26323276237382,20.0,,,
'2.152',91140184.85762922,27.912530794811303,27.912530794811303,1839.2772168939134,1839.2772168939134,94901.57168679486,26.017172636288997,20.0,,,
'2.153',91442992.19389601,28.270452897497595,28.270452897497595,1867.547669791411,1867.547669791411,96769.11935658628,25.771369504350144,20.0,,,
'3.154',91439328.6852464,28.269320291418076,28.269320291418076,1858.4273570059747,1858.4273570059747,96228.27962011934,25.774343348745937,40.0,,,
'3.40',36107383.26,5.343811936,5.343811936,229.7296562,229.7296562,4795.884166,70.68991788,40.0,84900051166400.0,84900054382200.0,3215800.0
'3.42',34916236.733964816,5.238766165433766,5.238766165433766,243.55718817130543,243.55718817130543,5277.759776177178,71.65682823098699,40.0,,,
'3.43',34805619.437827915,5.246278346122616,5.246278346122616,248.80346651742803,248.80346651742803,5526.563242694606,71.74662155690926,40.0,,,
'3.44',34725331.05326258,5.258452914532051,5.258452914532051,254.0619194319601,254.0619194319601,5780.625162126566,71.81179546130596,40.0,,,
'3.45',34675691.4433333,5.275403708983434,5.275403708983434,259.3373231409435,259.3373231409435,6039.962485267509,71.8520902960985,40.0,,,
'3.46',34656947.12945092,5.297235489430019,5.297235489430019,264.63455863037353,264.63455863037353,6304.597043897882,71.86730594812047,40.0,,,
'3.47',34669280.38008937,5.324045119679258,5.324045119679258,269.9586037500528,269.9586037500528,6574.555647647935,71.8572944613735,40.0,,,
'3.48',34712817.789244026,5.355922704407448,5.355922704407448,275.3145264544603,275.3145264544603,6849.870174102395,71.82195307348425,40.0,,,
'3.49',34787638.28078738,5.392952669566668,5.392952669566668,280.707479124027,280.707479124027,7130.577653226422,71.76121771818771,40.0,,,
'3.50',34893780.48925541,5.4352147765883965,5.4352147765883965,286.14269390061537,286.14269390061537,7416.720347127037,71.67505703399159,40.0,,,
'3.51',35031249.480000645,5.4827850623613665,5.4827850623613665,291.62547896297673,291.62547896297673,7708.345826090013,71.56346690910809,40.0,,,
'3.52',35200022.78209597,5.535736698295183,5.535736698295183,297.1612156612719,297.1612156612719,8005.507041751285,71.42646558425862,40.0,,,
'3.53',35400055.71593937,5.594140762875892,5.594140762875892,302.7553564241478,302.7553564241478,8308.262398175433,71.26408932800337,40.0,,,
'3.54',35631286.004301175,5.658066922980549,5.658066922980549,308.41342334712834,308.41342334712834,8616.675821522562,71.0763886937348,40.0,,,
'3.55',35893637.66070672,5.727584019854699,5.727584019854699,314.14100736698305,314.14100736698305,8930.816828889545,70.86342536329218,40.0,,,
'3.56',36187024.15271098,5.802760556083277,5.802760556083277,319.94376792306633,319.94376792306633,9250.760596812612,70.62526957918114,40.0,,,
'3.57',36511350.83996284,5.883665080117794,5.883665080117794,325.8274330031841,325.8274330031841,9576.588029815795,70.36199816548056,40.0,,,
'3.58',36866516.68814562,5.970366464978814,5.970366464978814,331.79779946816296,331.79779946816296,9908.385829283958,70.07369313655575,40.0,,,
'3.59',37252415.260094024,6.062934077652677,6.062934077652677,337.86073354581566,337.86073354581566,10246.246562829774,69.76044089252136,40.0,,,
'3.60',37668934.98480229,6.16143783546614,6.16143783546614,344.0221713812818,344.0221713812818,10060.755297500504,69.42233200087483,40.0,,,
'3.61',63215991.81761059,10.340122542923805,10.340122542923805,359.46599994292376,359.46599994292376,10709.228359942925,48.68456963770845,60.0,,,
'3.62',36868565.29188286,6.091558454719005,6.091558454719005,356.37967798137555,356.37967798137555,10767.423095008535,70.07203018736526,40.0,,,
'3.63',37414735.79264802,6.213241190684191,6.213241190684191,362.59291917205974,362.59291917205974,11130.016014180594,69.62867758793416,40.0,,,
'3.64',37988709.05698423,6.340808725858697,6.340808725858697,368.93372789791846,368.93372789791846,11498.949742078512,69.16275616158305,40.0,,,
'3.65',38664355.669391975,6.486745096493357,6.486745096493357,375.4204729944118,375.4204729944118,11874.370215072924,68.6143016377885,40.0,,,
'3.66',39558836.64681539,6.671092643144829,6.671092643144829,382.09156563755664,382.09156563755664,12256.46178071048,67.8882088408931,40.0,,,
'3.67',40455951.708502874,6.857800938721306,6.857800938721306,388.94936657627795,388.94936657627795,12645.411147286759,67.15997783238802,40.0,,,
'3.68',41355997.77732326,7.0469575405431835,7.0469575405431835,395.99632411682114,395.99632411682114,13041.40747140358,66.42936758584372,40.0,,,
'3.69',42259170.29402572,7.238634460356241,7.238634460356241,403.2349585771774,403.2349585771774,13444.642429980757,65.69621945269888,40.0,,,
'3.70',43165567.27772297,7.432888453583341,7.432888453583341,410.66784703076075,410.66784703076075,13855.310277011518,64.96045386617288,40.0,,,
'3.71',44075193.02905579,7.629761255923187,7.629761255923187,418.29760828668395,418.29760828668395,14273.607885298203,64.22206733523083,40.0,,,
'3.72',44987961.58154555,7.829279783692976,7.829279783692976,426.12688807037694,426.12688807037694,14699.73477336858,63.48112964295643,40.0,,,
'3.73',45903699.998071246,8.031456313515184,8.031456313515184,434.15834438389214,434.15834438389214,15133.893117752472,62.73778117064457,40.0,,,
'3.74',46822151.60179905,8.236288656282802,8.236288656282802,442.39463304017494,442.39463304017494,15576.287750792646,61.992230275102045,40.0,,,
'3.75',47742979.22390945,8.443760339749518,8.443760339749518,450.83839337992447,450.83839337992447,16027.126144172571,61.2447506523127,40.0,,,
'3.76',48665768.5438135,8.653840813533249,8.653840813533249,459.4922341934577,459.4922341934577,16486.618378366027,60.49567862602504,40.0,,,
'3.77',49590031.59096867,8.866485689748917,8.866485689748917,468.3587198832066,468.3587198832066,16954.977098249234,59.745410305161364,40.0,,,
'3.78',50515210.470672466,9.081637031858117,9.081637031858117,477.44035691506474,477.44035691506474,17432.417455164297,58.994398559413874,40.0,,,
'3.79',51440681.369139,9.299223703602337,9.299223703602337,486.7395806186671,486.7395806186671,17919.157035782966,58.24314976813322,40.0,,,
'3.80',52365758.8855911,9.519161789038337,9.519161789038337,496.2587424077054,496.2587424077054,18415.415778190672,57.49222030376319,40.0,,,
'3.81',53289700.73091059,9.741355093690768,9.741355093690768,506.00009750139617,506.00009750139617,18921.41587569207,56.7422127177224,40.0,,,
'3.82',54211712.82349226,9.965695735652583,9.965695735652583,515.9657932370487,515.9657932370487,19437.38166892912,55.99377160385721,40.0,,,
'3.83',55130954.80330282,10.192064834081009,10.192064834081009,526.1578580711298,526.1578580711298,19963.53952700025,55.24757912241736,40.0,,,
'3.84',56046545.97475058,10.420333300943222,10.420333300943222,536.578191372073,536.578191372073,20500.11771837232,54.504350175945824,40.0,,,
'3.85',56957571.677869886,10.650362740058297,10.650362740058297,547.2285541121313,547.2285541121313,21047.34627248445,53.76482723748498,40.0,,,
'3.86',57863090.075608134,10.882006455465078,10.882006455465078,558.1105605675964,558.1105605675964,21605.456833052045,53.029774841012625,40.0,,,
'3.87',58762139.33281432,11.11511056893403,11.11511056893403,569.2256711365304,569.2256711365304,22174.682504188575,52.299973753915204,40.0,,,
'3.88',59653745.15005444,11.349515244059544,11.349515244059544,580.5751863805899,580.5751863805899,22755.257690569164,51.57621486143108,40.0,,,
'3.89',60536928.602858186,11.585056011852762,11.585056011852762,592.1602423924427,592.1602423924427,23347.417932961605,50.8592928031608,40.0,,,
'3.90',61410714.224709556,11.821565190149244,11.821565190149244,603.981807582592,603.981807582592,23951.3997405442,50.149999411718746,40.0,,,
'3.91',62274138.26034723,12.058873386506418,12.058873386506418,616.0406809690984,616.0406809690984,24567.440421513296,49.44911701313632,40.0,,,
'3.92',63126257.00507604,12.2968110716566,12.2968110716566,628.337492040755,628.337492040755,25195.77791355405,48.757411657445715,40.0,,,
'3.93',63966155.136169165,12.535210208074767,12.535210208074767,640.8727022488298,640.8727022488298,25836.650615802882,48.07562635568413,40.0,,,
'3.94',64951087.49727453,12.80508188691133,12.80508188691133,653.6777841357411,653.6777841357411,26490.328399938622,47.27610986413412,40.0,,,
'3.95',65818826.33949333,13.054987533268894,13.054987533268894,666.73277166901,666.73277166901,27157.06117160763,46.571724931615684,40.0,,,
'3.96',66657594.48268917,13.302166752643878,13.302166752643878,680.0349384216539,680.0349384216539,27837.096110029284,45.890856894830655,40.0,,,
'3.97',67468259.68421765,13.546743478352916,13.546743478352916,693.5816819000069,693.5816819000069,28530.67779192929,45.232801353818346,40.0,,,
'3.98',68251674.32342258,13.788841604431708,13.788841604431708,707.3705235044386,707.3705235044386,29238.04831543373,44.59686639168236,40.0,,,
'3.99',69008683.06589615,14.02858654245862,14.02858654245862,721.3991100468971,721.3991100468971,29959.447425480626,43.98236635314581,40.0,,,
'3.100',69740128.6264218,14.266106447967758,14.266106447967758,735.6652164948649,735.6652164948649,30695.11264197549,43.3886171664961,40.0,,,
'3.101',70446855.86267014,14.501533149640965,14.501533149640965,750.1667496445059,750.1667496445059,31445.279391619995,42.814933020537104,40.0,,,
'3.102',71129714.41441962,14.735002812569153,14.735002812569153,764.9017524570751,764.9017524570751,32210.18114407707,42.2606242222081,40.0,,,
'3.103',71789560.08827563,14.966656365386978,14.966656365386978,779.868408822462,779.868408822462,32990.04955289953,41.724996072541316,40.0,,,
'3.104',72427255.17464273,15.196639719843304,15.196639719843304,795.0650485423054,795.0650485423054,33785.114601441834,41.20734860936049,40.0,,,
'3.105',73043667.8713717,15.425103810243542,15.425103810243542,810.4901523525489,810.4901523525489,32865.824516104665,40.70697707513398,40.0,,,
'3.106',73639670.97656079,15.652204479090434,15.652204479090434,826.1423568316393,826.1423568316393,33691.966872936304,40.2231729780903,40.0,,,
'3.107',73273153.92242523,15.676355964847414,15.676355964847414,841.8187127964867,841.8187127964867,34533.78558573279,40.52069232133417,40.0,,,
'3.108',73920387.60871735,15.91914258857827,15.91914258857827,857.737855385065,857.737855385065,35391.52344111785,39.99530192244778,40.0,,,
'3.109',74542158.1938265,16.159633304106606,16.159633304106606,873.8974886891716,873.8974886891716,36265.42092980703,39.490581135126355,40.0,,,
'3.110',75139924.08226237,16.398100346284465,16.398100346284465,890.295589035456,890.295589035456,37155.716518842484,39.00534610299262,40.0,,,
'3.111',75715092.61798193,16.63481205948074,16.63481205948074,906.9304010949368,906.9304010949368,38062.64691993742,38.538454417951044,40.0,,,
'3.112',76269021.11027989,16.870032992713657,16.870032992713657,923.8004340876504,923.8004340876504,38986.44735402507,38.08880428742369,40.0,,,
'3.113',76803017.31999096,17.104023878488096,17.104023878488096,940.9044579661385,940.9044579661385,39927.351811991204,37.65533413967663,40.0,,,
'3.114',77318339.57778102,17.337041528264407,17.337041528264407,958.2414994944029,958.2414994944029,40885.59331148561,37.23702252779747,40.0,,,
'3.115',77816196.67762557,17.569338672831826,17.569338672831826,975.8108381672347,975.8108381672347,41861.404149652844,36.832888216163866,40.0,,,
'3.116',78297747.66276948,17.801163771567946,17.801163771567946,993.6120019388027,993.6120019388027,42855.01615159165,36.44199035419026,40.0,,,
'3.117',78764101.59833798,18.032760810616896,18.032760810616896,1011.6447627494196,1011.6447627494196,43866.66091434107,36.06342866091031,40.0,,,
'3.118',79216317.40418158,18.264369106403834,18.264369106403834,1029.9091318558235,1029.9091318558235,44896.57004619689,35.69634356066467,40.0,,,
'3.119',79655403.80336383,18.496223127617636,18.496223127617636,1048.4053549834412,1048.4053549834412,45944.97540118033,35.33991622491592,40.0,,,
'3.120',80082319.42582804,18.728552345833865,18.728552345833865,1067.133907329275,1067.133907329275,47012.10930850961,34.99336848809732,40.0,,,
'3.121',80497973.09309566,18.96158112231417,18.96158112231417,1086.095488451589,1086.095488451589,48098.204796961196,34.6559626165096,40.0,,,
'3.122',80903224.2982277,19.195528636198993,19.195528636198993,1105.291017087788,1105.291017087788,49203.49581404898,34.327000918713466,40.0,,,
'3.123',81298883.88559498,19.43060885730116,19.43060885730116,1124.7216259450893,1124.7216259450893,50328.21743999407,34.005825193727645,40.0,,,
'3.124',81685714.92710489,19.667030564995407,19.667030564995407,1144.3886565100847,1144.3886565100847,51472.606096504154,33.691816019753965,40.0,,,
'3.125',82064433.78527069,19.904997413269246,19.904997413269246,1164.293653923354,1164.293653923354,52636.89975042751,33.38439189123338,40.0,,,
'3.126',82435711.3487258,20.14470804083524,20.14470804083524,1184.4383619641892,1184.4383619641892,53821.3381123917,33.08300821592016,40.0,,,
'3.127',82800174.42231277,20.386356224283553,20.386356224283553,1204.8247181884728,1204.8247181884728,55026.16283058017,32.78715618648054,40.0,,,
'3.128',83158407.25155425,20.630131071554608,20.630131071554608,1225.4548492600275,1225.4548492600275,56251.6176798402,32.496361543007,40.0,,,
'3.129',83510953.15997842,20.87621725251129,20.87621725251129,1246.3310665125387,1246.3310665125387,57497.94874635274,32.210183243923325,40.0,,,
'3.130',83858316.27726823,21.124795263064748,21.124795263064748,1267.4558617756034,1267.4558617756034,58765.404608128345,31.92821206316352,40.0,,,
'3.131',84200963.33638792,21.376041719133884,21.376041719133884,1288.8319034947372,1288.8319034947372,60054.23651162308,31.65006913135869,40.0,,,
'3.132',84539325.51857269,21.630129676672876,21.630129676672876,1310.46203317141,1310.46203317141,61364.69854479449,31.37540443817106,40.0,,,
'3.133',84873800.32622647,21.88722897406199,21.88722897406199,1332.349262145472,1332.349262145472,62697.04780693996,31.103895311973705,40.0,,,
'3.134',85204753.46524556,22.14750659330388,22.14750659330388,1354.496768738776,1354.496768738776,64051.54457567874,30.835244891878823,40.0,,,
'3.135',85532520.7199755,22.41112703668181,22.41112703668181,1376.9078957754577,1376.9078957754577,65428.4524714542,30.569180605745956,40.0,,,
'3.136',85857409.8058308,22.6782527158011,22.6782527158011,1399.5861484912589,1399.5861484912589,66828.03861994545,30.30545266632237,40.0,,,
'3.137',86179702.18649054,22.949044350235972,22.949044350235972,1422.5351928414948,1422.5351928414948,68250.57381278694,30.043832596138895,40.0,,,
'3.138',86499654.84446815,23.22366137332709,23.22366137332709,1445.758854214822,1445.758854214822,69696.33266700176,29.78411179025404,40.0,,,
'3.139',86817501.9956955,23.502262343011108,23.502262343011108,1469.261116557833,1469.261116557833,71165.59378355958,29.52610012444456,40.0,,,
'3.140',87133456.74052002,23.785005355901774,23.785005355901774,1493.0461219137349,1493.0461219137349,72658.63990547332,29.269624615012447,40.0,,,
'3.141',87447712.64516501,24.07204846317665,24.07204846317665,1517.1181703769114,1517.1181703769114,74175.75807585023,29.014528135038265,40.0,,,
'3.142',87760445.24922574,24.3635500871478,24.3635500871478,1541.4817204640592,1541.4817204640592,75717.23979631429,28.760668190674856,40.0,,,
'3.143',88071813.49615616,24.659669437704917,24.659669437704917,1566.1413899017641,1566.1413899017641,77283.38118621605,28.507915759953114,40.0,,,
'3.144',88381961.08493787,24.96056692811235,24.96056692811235,1591.1019568298764,1591.1019568298764,78874.48314304593,28.256154195567966,40.0,,,
'3.145',88691017.74221112,25.26640458991555,25.26640458991555,1616.3683614197919,1616.3683614197919,80490.85150446573,28.005278192229046,40.0,,,
'3.146',88999100.41509111,25.57734648696605,25.57734648696605,1641.945707906758,1641.945707906758,82132.79721237248,27.75519281839492,40.0,,,
'3.147',89306314.38569675,25.89355912880816,25.89355912880816,1667.839267035566,1667.839267035566,83800.63647940804,27.50581261155705,40.0,,,
'3.148',89612754.3090909,26.215211883884233,26.215211883884233,1694.0544789194503,1694.0544789194503,85494.6909583275,27.25706073569425,40.0,,,
'3.149',89918505.17688043,26.542477393210806,26.542477393210806,1720.5969563126612,1720.5969563126612,87215.28791464015,27.00886819907263,40.0,,,
'3.150',90223643.2091623,26.875531985355764,26.875531985355764,1747.472488298017,1747.472488298017,88962.76040293818,26.761173130210572,40.0,,,
'3.151',90528236.6778372,27.21455609370879,27.21455609370879,1774.6870443917257,1774.6870443917257,90737.4474473299,26.513920109555738,40.0,,,
'3.152',90832346.66455907,27.559734677185844,27.559734677185844,1802.2467790689116,1802.2467790689116,92539.69422639882,26.267059554221436,40.0,,,
'3.153',91136027.75675476,27.911257645645005,27.911257645645005,1830.1580367145566,1830.1580367145566,94369.85226311337,26.02054715299433,40.0,,,
'3.155',91742292.90704767,28.634123728481793,28.634123728481793,1887.0614807344566,1887.0614807344566,98115.3411008538,25.528412865349196,40.0,,,
'3.156',92044959.13689508,29.005875340906996,29.005875340906996,1916.0673560753637,1916.0673560753637,100031.40845692916,25.28272427620924,40.0,,,
'3.157',92347361.83102287,29.384789242335252,29.384789242335252,1945.452145317699,1945.452145317699,101976.86060224686,25.037249611560203,40.0,,,
'3.158',92649531.6266063,29.771086748342924,29.771086748342924,1975.2232320660419,1975.2232320660419,103952.0838343129,24.79196400174826,40.0,,,
'3.159',92951495.74018514,30.16499686366439,30.16499686366439,2005.3882289297062,2005.3882289297062,105957.4720632426,24.54684535381226,40.0,,,
'3.160',93253278.3282488,30.56675678636121,30.56675678636121,2035.9549857160673,2035.9549857160673,107993.42704895866,24.30187405877962,40.0,,,
'3.161',93554900.81301668,30.976612431144922,30.976612431144922,2066.9315981472123,2066.9315981472123,110060.35864710588,24.05703272721491,40.0,,,
'3.162',93856382.17629066,31.394818974189143,31.394818974189143,2098.3264171214014,2098.3264171214014,112158.68506422728,23.812305950685797,40.0,,,
'3.163',94157739.22409311,31.82164142190535,31.82164142190535,2130.148058543307,2130.148058543307,114288.83312277058,23.567680086943763,40.0,,,
'3.164',94458986.82463668,32.25735520630623,32.25735520630623,2162.405413749613,2162.405413749613,116451.23853652019,23.3231430667527,40.0,,,
'3.165',94760138.12200594,32.702246809745226,32.702246809745226,2195.1076605593585,2195.1076605593585,118646.34619707955,23.07868422043336,40.0,,,
'3.166',95061204.72776504,33.15661442200149,33.15661442200149,2228.26427498136,2228.26427498136,120874.6104720609,22.834294122326273,40.0,,,
'3.167',95362196.8925452,33.62076863287904,33.62076863287904,2261.885043614239,2261.885043614239,123136.49551567514,22.589964451506038,40.0,,,
'3.168',95663123.65950885,34.09503316371018,34.09503316371018,2295.980076777949,2295.980076777949,125432.47559245309,22.34568786720714,40.0,,,
'3.169',95963993.00143842,34.579745641398375,34.579745641398375,2330.5598224193473,2330.5598224193473,127763.03541487244,22.1014578975425,40.0,,,
'3.170',96264811.94305393,35.07525841890864,35.07525841890864,2365.635080838256,2365.635080838256,130128.6704957107,21.85726884021241,40.0,,,
'3.171',96565586.67002934,35.581939446416015,35.581939446416015,2401.217020284672,2401.217020284672,132529.88751599536,21.61311567401081,40.0,,,
'3.172',96866322.62604952,36.10017319766028,36.10017319766028,2437.317193482332,2437.317193482332,134967.2047094777,21.368993980039516,40.0,,,
'3.173',97167024.59913084,36.63036165642983,36.63036165642983,2473.947555138762,2473.947555138762,137441.15226461645,21.12489987163767,40.0,,,
'3.174',97467696.79831707,37.172925368515386,37.172925368515386,2511.120480507277,2511.120480507277,139952.27274512372,20.88082993212404,40.0,,,
'3.175',97768342.92175883,37.72830456493958,37.72830456493958,2548.8487850722167,2548.8487850722167,142501.12153019593,20.636781159533705,40.0,,,
'3.176',98068966.21708949,38.296960362786045,38.296960362786045,2587.145745435003,2587.145745435003,145088.26727563093,20.39275091760803,40.0,,,
'3.177',98369569.53492217,38.87937605053016,38.87937605053016,2626.025121485533,2626.025121485533,147714.29239711646,20.148736892368625,40.0,,,
'3.178',98670155.37621157,39.476058465416855,39.476058465416855,2665.50117995095,2665.50117995095,150379.7935770674,19.90473705367148,40.0,,,
