INFO       2022-04-12 14:51:02,975: topic='drag' sending data='{"drag": 0}' as format_msg_with_header(msgToSend)=b'36   drag                     {"drag": 0}'
INFO       2022-04-12 14:51:15,704: topic='field_update' sending data='{"currentTimestep": 99}' as format_msg_with_header(msgToSend)=b'48   field_update             {"currentTimestep": 99}'
DEBUG      2022-04-12 14:51:15,704: Timestep:    98-{'drag': 72358557.70905213}
INFO       2022-04-12 14:51:15,843: topic='drag' sending data='{"drag": 72586818.34560165}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 72586818.34560165}'
INFO       2022-04-12 14:51:15,843: topic='field_update' sending data='{"currentTimestep": 100}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 100}'
DEBUG      2022-04-12 14:51:15,843: Timestep:    99-{'drag': 72586818.34560165}
INFO       2022-04-12 14:51:15,966: topic='drag' sending data='{"drag": 72823326.60293798}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 72823326.60293798}'
INFO       2022-04-12 14:51:15,966: topic='field_update' sending data='{"currentTimestep": 101}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 101}'
DEBUG      2022-04-12 14:51:15,966: Timestep:   100-{'drag': 72823326.60293798}
INFO       2022-04-12 14:51:16,091: topic='drag' sending data='{"drag": 73067477.39152479}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 73067477.39152479}'
INFO       2022-04-12 14:51:16,091: topic='field_update' sending data='{"currentTimestep": 102}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 102}'
DEBUG      2022-04-12 14:51:16,091: Timestep:   101-{'drag': 73067477.39152479}
INFO       2022-04-12 14:51:16,276: topic='drag' sending data='{"drag": 73318705.15912013}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 73318705.15912013}'
INFO       2022-04-12 14:51:16,276: topic='field_update' sending data='{"currentTimestep": 103}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 103}'
DEBUG      2022-04-12 14:51:16,276: Timestep:   102-{'drag': 73318705.15912013}
INFO       2022-04-12 14:51:16,445: topic='drag' sending data='{"drag": 2299314.8362440453}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 2299314.8362440453}'
INFO       2022-04-12 14:51:16,445: topic='field_update' sending data='{"currentTimestep": 104}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 104}'
DEBUG      2022-04-12 14:51:16,445: Timestep:   103-{'drag': 2299314.8362440453}
INFO       2022-04-12 14:51:16,552: topic='drag' sending data='{"drag": 2372143.0860248073}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 2372143.0860248073}'
INFO       2022-04-12 14:51:16,552: topic='field_update' sending data='{"currentTimestep": 105}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 105}'
DEBUG      2022-04-12 14:51:16,552: Timestep:   104-{'drag': 2372143.0860248073}
INFO       2022-04-12 14:51:16,690: topic='drag' sending data='{"drag": 2433867.719116573}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 2433867.719116573}'
INFO       2022-04-12 14:51:16,690: topic='field_update' sending data='{"currentTimestep": 106}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 106}'
DEBUG      2022-04-12 14:51:16,690: Timestep:   105-{'drag': 2433867.719116573}
INFO       2022-04-12 14:51:16,850: topic='drag' sending data='{"drag": 2484164.1360363862}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 2484164.1360363862}'
INFO       2022-04-12 14:51:16,850: topic='field_update' sending data='{"currentTimestep": 107}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 107}'
DEBUG      2022-04-12 14:51:16,850: Timestep:   106-{'drag': 2484164.1360363862}
INFO       2022-04-12 14:51:16,974: topic='drag' sending data='{"drag": 2522858.652160017}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 2522858.652160017}'
INFO       2022-04-12 14:51:16,974: topic='field_update' sending data='{"currentTimestep": 108}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 108}'
DEBUG      2022-04-12 14:51:16,974: Timestep:   107-{'drag': 2522858.652160017}
INFO       2022-04-12 14:51:17,130: topic='drag' sending data='{"drag": 2549922.8956656395}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 2549922.8956656395}'
INFO       2022-04-12 14:51:17,130: topic='field_update' sending data='{"currentTimestep": 109}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 109}'
DEBUG      2022-04-12 14:51:17,130: Timestep:   108-{'drag': 2549922.8956656395}
INFO       2022-04-12 14:51:17,280: topic='drag' sending data='{"drag": 2565466.094435399}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 2565466.094435399}'
INFO       2022-04-12 14:51:17,280: topic='field_update' sending data='{"currentTimestep": 110}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 110}'
DEBUG      2022-04-12 14:51:17,280: Timestep:   109-{'drag': 2565466.094435399}
INFO       2022-04-12 14:51:17,452: topic='drag' sending data='{"drag": 2569725.559717793}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 2569725.559717793}'
INFO       2022-04-12 14:51:17,452: topic='field_update' sending data='{"currentTimestep": 111}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 111}'
DEBUG      2022-04-12 14:51:17,452: Timestep:   110-{'drag': 2569725.559717793}
INFO       2022-04-12 14:51:17,590: topic='drag' sending data='{"drag": 2563055.68631201}' as format_msg_with_header(msgToSend)=b'51   drag                     {"drag": 2563055.68631201}'
INFO       2022-04-12 14:51:17,590: topic='field_update' sending data='{"currentTimestep": 112}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 112}'
DEBUG      2022-04-12 14:51:17,590: Timestep:   111-{'drag': 2563055.68631201}
INFO       2022-04-12 14:51:17,779: topic='drag' sending data='{"drag": 2545915.792082868}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 2545915.792082868}'
INFO       2022-04-12 14:51:17,779: topic='field_update' sending data='{"currentTimestep": 113}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 113}'
DEBUG      2022-04-12 14:51:17,779: Timestep:   112-{'drag': 2545915.792082868}
INFO       2022-04-12 14:51:17,898: topic='drag' sending data='{"drag": 2518857.1148372344}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 2518857.1148372344}'
INFO       2022-04-12 14:51:17,898: topic='field_update' sending data='{"currentTimestep": 114}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 114}'
DEBUG      2022-04-12 14:51:17,898: Timestep:   113-{'drag': 2518857.1148372344}
INFO       2022-04-12 14:51:18,056: topic='drag' sending data='{"drag": 2482509.2731312276}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 2482509.2731312276}'
INFO       2022-04-12 14:51:18,056: topic='field_update' sending data='{"currentTimestep": 115}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 115}'
DEBUG      2022-04-12 14:51:18,056: Timestep:   114-{'drag': 2482509.2731312276}
INFO       2022-04-12 14:51:18,166: topic='drag' sending data='{"drag": 2437566.480568628}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 2437566.480568628}'
INFO       2022-04-12 14:51:18,166: topic='field_update' sending data='{"currentTimestep": 116}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 116}'
DEBUG      2022-04-12 14:51:18,166: Timestep:   115-{'drag': 2437566.480568628}
INFO       2022-04-12 14:51:18,305: topic='drag' sending data='{"drag": 2384773.7816929775}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 2384773.7816929775}'
INFO       2022-04-12 14:51:18,305: topic='field_update' sending data='{"currentTimestep": 117}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 117}'
DEBUG      2022-04-12 14:51:18,305: Timestep:   116-{'drag': 2384773.7816929775}
INFO       2022-04-12 14:51:18,459: topic='drag' sending data='{"drag": 2324913.552695153}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 2324913.552695153}'
INFO       2022-04-12 14:51:18,459: topic='field_update' sending data='{"currentTimestep": 118}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 118}'
DEBUG      2022-04-12 14:51:18,459: Timestep:   117-{'drag': 2324913.552695153}
INFO       2022-04-12 14:51:18,600: topic='drag' sending data='{"drag": 2258792.48280114}' as format_msg_with_header(msgToSend)=b'51   drag                     {"drag": 2258792.48280114}'
INFO       2022-04-12 14:51:18,600: topic='field_update' sending data='{"currentTimestep": 119}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 119}'
DEBUG      2022-04-12 14:51:18,600: Timestep:   118-{'drag': 2258792.48280114}
INFO       2022-04-12 14:51:18,677: topic='drag' sending data='{"drag": 2187229.223223835}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 2187229.223223835}'
INFO       2022-04-12 14:51:18,677: topic='field_update' sending data='{"currentTimestep": 120}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 120}'
DEBUG      2022-04-12 14:51:18,677: Timestep:   119-{'drag': 2187229.223223835}
INFO       2022-04-12 14:51:18,831: topic='drag' sending data='{"drag": 2111042.8607227374}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 2111042.8607227374}'
INFO       2022-04-12 14:51:18,831: topic='field_update' sending data='{"currentTimestep": 121}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 121}'
DEBUG      2022-04-12 14:51:18,831: Timestep:   120-{'drag': 2111042.8607227374}
INFO       2022-04-12 14:51:18,954: topic='drag' sending data='{"drag": 2031042.342793177}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 2031042.342793177}'
INFO       2022-04-12 14:51:18,954: topic='field_update' sending data='{"currentTimestep": 122}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 122}'
DEBUG      2022-04-12 14:51:18,954: Timestep:   121-{'drag': 2031042.342793177}
INFO       2022-04-12 14:51:19,093: topic='drag' sending data='{"drag": 1948016.951899058}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 1948016.951899058}'
INFO       2022-04-12 14:51:19,093: topic='field_update' sending data='{"currentTimestep": 123}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 123}'
DEBUG      2022-04-12 14:51:19,093: Timestep:   122-{'drag': 1948016.951899058}
INFO       2022-04-12 14:51:19,221: topic='drag' sending data='{"drag": 1862727.89749158}' as format_msg_with_header(msgToSend)=b'51   drag                     {"drag": 1862727.89749158}'
INFO       2022-04-12 14:51:19,221: topic='field_update' sending data='{"currentTimestep": 124}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 124}'
DEBUG      2022-04-12 14:51:19,221: Timestep:   123-{'drag': 1862727.89749158}
INFO       2022-04-12 14:51:19,359: topic='drag' sending data='{"drag": 1775901.067274318}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 1775901.067274318}'
INFO       2022-04-12 14:51:19,359: topic='field_update' sending data='{"currentTimestep": 125}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 125}'
DEBUG      2022-04-12 14:51:19,359: Timestep:   124-{'drag': 1775901.067274318}
INFO       2022-04-12 14:51:19,497: topic='drag' sending data='{"drag": 1688220.9536700046}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 1688220.9536700046}'
INFO       2022-04-12 14:51:19,497: topic='field_update' sending data='{"currentTimestep": 126}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 126}'
DEBUG      2022-04-12 14:51:19,497: Timestep:   125-{'drag': 1688220.9536700046}
INFO       2022-04-12 14:51:19,633: topic='drag' sending data='{"drag": 1600325.7480416363}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 1600325.7480416363}'
INFO       2022-04-12 14:51:19,633: topic='field_update' sending data='{"currentTimestep": 127}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 127}'
DEBUG      2022-04-12 14:51:19,633: Timestep:   126-{'drag': 1600325.7480416363}
INFO       2022-04-12 14:51:19,787: topic='drag' sending data='{"drag": 1512803.574184261}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 1512803.574184261}'
INFO       2022-04-12 14:51:19,787: topic='field_update' sending data='{"currentTimestep": 128}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 128}'
DEBUG      2022-04-12 14:51:19,787: Timestep:   127-{'drag': 1512803.574184261}
INFO       2022-04-12 14:51:19,946: topic='drag' sending data='{"drag": 1426189.814136482}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 1426189.814136482}'
INFO       2022-04-12 14:51:19,946: topic='field_update' sending data='{"currentTimestep": 129}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 129}'
DEBUG      2022-04-12 14:51:19,946: Timestep:   128-{'drag': 1426189.814136482}
INFO       2022-04-12 14:51:20,098: topic='drag' sending data='{"drag": 1340965.4636035576}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 1340965.4636035576}'
INFO       2022-04-12 14:51:20,098: topic='field_update' sending data='{"currentTimestep": 130}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 130}'
DEBUG      2022-04-12 14:51:20,098: Timestep:   129-{'drag': 1340965.4636035576}
INFO       2022-04-12 14:51:20,237: topic='drag' sending data='{"drag": 1257556.4413156828}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 1257556.4413156828}'
INFO       2022-04-12 14:51:20,237: topic='field_update' sending data='{"currentTimestep": 131}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 131}'
DEBUG      2022-04-12 14:51:20,237: Timestep:   130-{'drag': 1257556.4413156828}
INFO       2022-04-12 14:51:20,393: topic='drag' sending data='{"drag": 1176333.7664841947}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 1176333.7664841947}'
INFO       2022-04-12 14:51:20,393: topic='field_update' sending data='{"currentTimestep": 132}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 132}'
DEBUG      2022-04-12 14:51:20,393: Timestep:   131-{'drag': 1176333.7664841947}
INFO       2022-04-12 14:51:20,546: topic='drag' sending data='{"drag": 1097614.511121635}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 1097614.511121635}'
INFO       2022-04-12 14:51:20,546: topic='field_update' sending data='{"currentTimestep": 133}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 133}'
DEBUG      2022-04-12 14:51:20,546: Timestep:   132-{'drag': 1097614.511121635}
INFO       2022-04-12 14:51:20,699: topic='drag' sending data='{"drag": 1021663.4292608758}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 1021663.4292608758}'
INFO       2022-04-12 14:51:20,699: topic='field_update' sending data='{"currentTimestep": 134}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 134}'
DEBUG      2022-04-12 14:51:20,699: Timestep:   133-{'drag': 1021663.4292608758}
INFO       2022-04-12 14:51:20,827: topic='drag' sending data='{"drag": 948695.1628917702}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 948695.1628917702}'
INFO       2022-04-12 14:51:20,827: topic='field_update' sending data='{"currentTimestep": 135}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 135}'
DEBUG      2022-04-12 14:51:20,827: Timestep:   134-{'drag': 948695.1628917702}
INFO       2022-04-12 14:51:20,950: topic='drag' sending data='{"drag": 878876.9245337583}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 878876.9245337583}'
INFO       2022-04-12 14:51:20,950: topic='field_update' sending data='{"currentTimestep": 136}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 136}'
DEBUG      2022-04-12 14:51:20,950: Timestep:   135-{'drag': 878876.9245337583}
INFO       2022-04-12 14:51:21,093: topic='drag' sending data='{"drag": 812331.5585436021}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 812331.5585436021}'
INFO       2022-04-12 14:51:21,093: topic='field_update' sending data='{"currentTimestep": 137}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 137}'
DEBUG      2022-04-12 14:51:21,093: Timestep:   136-{'drag': 812331.5585436021}
INFO       2022-04-12 14:51:21,200: topic='drag' sending data='{"drag": 749140.8872526464}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 749140.8872526464}'
INFO       2022-04-12 14:51:21,200: topic='field_update' sending data='{"currentTimestep": 138}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 138}'
DEBUG      2022-04-12 14:51:21,200: Timestep:   137-{'drag': 749140.8872526464}
INFO       2022-04-12 14:51:21,383: topic='drag' sending data='{"drag": 689349.2535518775}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 689349.2535518775}'
INFO       2022-04-12 14:51:21,383: topic='field_update' sending data='{"currentTimestep": 139}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 139}'
DEBUG      2022-04-12 14:51:21,383: Timestep:   138-{'drag': 689349.2535518775}
INFO       2022-04-12 14:51:21,475: topic='drag' sending data='{"drag": 632967.1782975286}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 632967.1782975286}'
INFO       2022-04-12 14:51:21,475: topic='field_update' sending data='{"currentTimestep": 140}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 140}'
DEBUG      2022-04-12 14:51:21,475: Timestep:   139-{'drag': 632967.1782975286}
INFO       2022-04-12 14:51:21,663: topic='drag' sending data='{"drag": 579975.0585973277}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 579975.0585973277}'
INFO       2022-04-12 14:51:21,663: topic='field_update' sending data='{"currentTimestep": 141}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 141}'
DEBUG      2022-04-12 14:51:21,663: Timestep:   140-{'drag': 579975.0585973277}
INFO       2022-04-12 14:51:21,820: topic='drag' sending data='{"drag": 530326.8413658707}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 530326.8413658707}'
INFO       2022-04-12 14:51:21,820: topic='field_update' sending data='{"currentTimestep": 142}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 142}'
DEBUG      2022-04-12 14:51:21,820: Timestep:   141-{'drag': 530326.8413658707}
INFO       2022-04-12 14:51:21,959: topic='drag' sending data='{"drag": 483953.6152320339}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 483953.6152320339}'
INFO       2022-04-12 14:51:21,959: topic='field_update' sending data='{"currentTimestep": 143}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 143}'
DEBUG      2022-04-12 14:51:21,959: Timestep:   142-{'drag': 483953.6152320339}
INFO       2022-04-12 14:51:22,085: topic='drag' sending data='{"drag": 440767.07268806454}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 440767.07268806454}'
INFO       2022-04-12 14:51:22,085: topic='field_update' sending data='{"currentTimestep": 144}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 144}'
DEBUG      2022-04-12 14:51:22,085: Timestep:   143-{'drag': 440767.07268806454}
INFO       2022-04-12 14:51:22,224: topic='drag' sending data='{"drag": 400662.80306336936}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 400662.80306336936}'
INFO       2022-04-12 14:51:22,224: topic='field_update' sending data='{"currentTimestep": 145}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 145}'
DEBUG      2022-04-12 14:51:22,224: Timestep:   144-{'drag': 400662.80306336936}
INFO       2022-04-12 14:51:22,333: topic='drag' sending data='{"drag": 363523.3852911198}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 363523.3852911198}'
INFO       2022-04-12 14:51:22,333: topic='field_update' sending data='{"currentTimestep": 146}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 146}'
DEBUG      2022-04-12 14:51:22,333: Timestep:   145-{'drag': 363523.3852911198}
INFO       2022-04-12 14:51:22,471: topic='drag' sending data='{"drag": 329221.25735161226}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 329221.25735161226}'
INFO       2022-04-12 14:51:22,471: topic='field_update' sending data='{"currentTimestep": 147}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 147}'
DEBUG      2022-04-12 14:51:22,472: Timestep:   147-{'drag': 329221.25735161226}
INFO       2022-04-12 14:51:22,595: topic='drag' sending data='{"drag": 297621.3465955169}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 297621.3465955169}'
INFO       2022-04-12 14:51:22,595: topic='field_update' sending data='{"currentTimestep": 148}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 148}'
DEBUG      2022-04-12 14:51:22,595: Timestep:   147-{'drag': 297621.3465955169}
INFO       2022-04-12 14:51:22,705: topic='drag' sending data='{"drag": 268583.45177950617}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 268583.45177950617}'
INFO       2022-04-12 14:51:22,705: topic='field_update' sending data='{"currentTimestep": 149}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 149}'
DEBUG      2022-04-12 14:51:22,705: Timestep:   148-{'drag': 268583.45177950617}
INFO       2022-04-12 14:51:22,799: topic='drag' sending data='{"drag": 241964.3735246561}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 241964.3735246561}'
INFO       2022-04-12 14:51:22,799: topic='field_update' sending data='{"currentTimestep": 150}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 150}'
DEBUG      2022-04-12 14:51:22,799: Timestep:   149-{'drag': 241964.3735246561}
INFO       2022-04-12 14:51:22,953: topic='drag' sending data='{"drag": 217619.79500231487}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 217619.79500231487}'
INFO       2022-04-12 14:51:22,953: topic='field_update' sending data='{"currentTimestep": 151}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 151}'
DEBUG      2022-04-12 14:51:22,953: Timestep:   150-{'drag': 217619.79500231487}
INFO       2022-04-12 14:51:23,077: topic='drag' sending data='{"drag": 195405.918956827}' as format_msg_with_header(msgToSend)=b'51   drag                     {"drag": 195405.918956827}'
INFO       2022-04-12 14:51:23,077: topic='field_update' sending data='{"currentTimestep": 152}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 152}'
DEBUG      2022-04-12 14:51:23,077: Timestep:   151-{'drag': 195405.918956827}
INFO       2022-04-12 14:51:23,186: topic='drag' sending data='{"drag": 175180.87070581736}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 175180.87070581736}'
INFO       2022-04-12 14:51:23,186: topic='field_update' sending data='{"currentTimestep": 153}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 153}'
DEBUG      2022-04-12 14:51:23,187: Timestep:   152-{'drag': 175180.87070581736}
INFO       2022-04-12 14:51:23,355: topic='drag' sending data='{"drag": 156805.87955145846}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 156805.87955145846}'
INFO       2022-04-12 14:51:23,355: topic='field_update' sending data='{"currentTimestep": 154}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 154}'
DEBUG      2022-04-12 14:51:23,355: Timestep:   153-{'drag': 156805.87955145846}
INFO       2022-04-12 14:51:23,497: topic='drag' sending data='{"drag": 140146.25313944003}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 140146.25313944003}'
INFO       2022-04-12 14:51:23,497: topic='field_update' sending data='{"currentTimestep": 155}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 155}'
DEBUG      2022-04-12 14:51:23,497: Timestep:   154-{'drag': 140146.25313944003}
INFO       2022-04-12 14:51:23,624: topic='drag' sending data='{"drag": 125072.16077609912}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 125072.16077609912}'
INFO       2022-04-12 14:51:23,624: topic='field_update' sending data='{"currentTimestep": 156}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 156}'
DEBUG      2022-04-12 14:51:23,624: Timestep:   155-{'drag': 125072.16077609912}
INFO       2022-04-12 14:51:23,732: topic='drag' sending data='{"drag": 111459.2426252502}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 111459.2426252502}'
INFO       2022-04-12 14:51:23,732: topic='field_update' sending data='{"currentTimestep": 157}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 157}'
DEBUG      2022-04-12 14:51:23,732: Timestep:   156-{'drag': 111459.2426252502}
INFO       2022-04-12 14:51:23,870: topic='drag' sending data='{"drag": 99189.06212547026}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 99189.06212547026}'
INFO       2022-04-12 14:51:23,870: topic='field_update' sending data='{"currentTimestep": 158}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 158}'
DEBUG      2022-04-12 14:51:23,870: Timestep:   157-{'drag': 99189.06212547026}
INFO       2022-04-12 14:51:23,977: topic='drag' sending data='{"drag": 88149.41896779441}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 88149.41896779441}'
INFO       2022-04-12 14:51:23,977: topic='field_update' sending data='{"currentTimestep": 159}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 159}'
DEBUG      2022-04-12 14:51:23,977: Timestep:   158-{'drag': 88149.41896779441}
INFO       2022-04-12 14:51:24,097: topic='drag' sending data='{"drag": 78234.53962359468}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 78234.53962359468}'
INFO       2022-04-12 14:51:24,097: topic='field_update' sending data='{"currentTimestep": 160}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 160}'
DEBUG      2022-04-12 14:51:24,097: Timestep:   159-{'drag': 78234.53962359468}
INFO       2022-04-12 14:51:24,217: topic='drag' sending data='{"drag": 69345.16178030072}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 69345.16178030072}'
INFO       2022-04-12 14:51:24,217: topic='field_update' sending data='{"currentTimestep": 161}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 161}'
DEBUG      2022-04-12 14:51:24,217: Timestep:   160-{'drag': 69345.16178030072}
INFO       2022-04-12 14:51:24,354: topic='drag' sending data='{"drag": 61388.528191530015}' as format_msg_with_header(msgToSend)=b'53   drag                     {"drag": 61388.528191530015}'
INFO       2022-04-12 14:51:24,354: topic='field_update' sending data='{"currentTimestep": 162}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 162}'
DEBUG      2022-04-12 14:51:24,354: Timestep:   161-{'drag': 61388.528191530015}
INFO       2022-04-12 14:51:24,491: topic='drag' sending data='{"drag": 54278.3044354977}' as format_msg_with_header(msgToSend)=b'51   drag                     {"drag": 54278.3044354977}'
INFO       2022-04-12 14:51:24,491: topic='field_update' sending data='{"currentTimestep": 163}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 163}'
DEBUG      2022-04-12 14:51:24,491: Timestep:   162-{'drag': 54278.3044354977}
INFO       2022-04-12 14:51:24,600: topic='drag' sending data='{"drag": 47934.43395242736}' as format_msg_with_header(msgToSend)=b'52   drag                     {"drag": 47934.43395242736}'
INFO       2022-04-12 14:51:24,600: topic='field_update' sending data='{"currentTimestep": 164}' as format_msg_with_header(msgToSend)=b'49   field_update             {"currentTimestep": 164}'
DEBUG      2022-04-12 14:51:24,600: Timestep:   163-{'drag': 47934.43395242736}
